production_id,equipment_id,field,team,category,production_date,oil_volume_bbl,gas_volume_mcf,water_volume_bbl,choke_size,wellhead_pressure,deferred_production_bbls,operator
c61da0fb-1d1a-450b-ab2a-bccf04fcd16f,PUMP-102,Bonny Field,Team Alpha,Pumping Unit,2026-07-09 10:15:38,3932.95,1393.41,177.87,29.76,977.28,21.49,Michael Walker
1f6d61b0-c4ec-4708-aeec-4b096d9b17da,COMP-201,Forcados Field,Team Bravo,Compressor,2026-07-09 10:16:32,1994.25,752.23,205.42,28.18,3563.24,401.5,Jerry Holland
4ae24de1-a902-4c49-83ec-f30d8b08aec2,TANK-502,Qua Iboe Field,Team Bravo,Storage Tank,2026-07-09 10:15:40,3079.09,1335.5,52.51,51.12,3888.52,355.93,James Booker
33a8cdcd-85a2-41ef-8bae-00ff66a64659,COMP-201,Forcados Field,Team Bravo,Compressor,2026-07-09 10:20:05,4347.73,925.75,465.93,42.4,4565.96,36.59,Michelle Stevens
1f09c176-7bfd-4cc6-bd9f-9a6d60020c70,TANK-501,Qua Iboe Field,Team Alpha,Storage Tank,,-99.0,-99.0,-99.0,,,,David Barron
c1e48667-ee3c-431f-851d-5e8214bc2fc4,PIPE-402,Brass Terminal,Team Delta,Pipeline Segment,2026-07-09 10:18:28,3000.15,466.21,215.03,35.83,3568.76,50.13,Michael Hunter
e875954b-5849-4b41-b59f-07db8fc2494a,TANK-502,Qua Iboe Field,Team Bravo,Storage Tank,2026-07-09 10:18:48,2881.73,1765.07,448.46,36.26,488.62,310.98,Michael Livingston
6f234a5e-54f1-47b4-bc98-677f7fca8e43,PUMP-101,Bonny Field,Team Alpha,Pumping Unit,2026-07-09 10:20:00,2526.25,565.95,116.71,30.67,2716.22,345.48,Claire Mendoza
cf721f51-b4c0-49d0-89a8-7ac04e770105,PIPE-402,Brass Terminal,Team Delta,Pipeline Segment,,-99.0,-99.0,-99.0,,,,Amy Lee
b1507a82-8a67-4a11-9cc0-a06416218197,TANK-502,Qua Iboe Field,Team Bravo,Storage Tank,,-99.0,-99.0,-99.0,,,,Dana Briggs
f1ef0c7c-6b01-443f-9a80-fa629b412664,VALVE-302,Escravos Field,Team Charlie,Pressure Valve,2026-07-09 10:21:23,1015.36,398.89,70.6,27.6,2895.39,393.37,Michael Lawson
950e664c-44b0-4d9b-ab58-9d84d237a531,COMP-202,Forcados Field,Team Bravo,Compressor,2026-07-09 10:17:51,1361.72,63.77,381.82,57.69,3962.14,496.86,Angela Chavez
8f3d5fbe-1ab4-489f-93b3-d22ae4ddbd1e,PUMP-102,Bonny Field,Team Alpha,Pumping Unit,2026-07-09 10:19:04,1908.88,1321.61,43.82,55.74,733.03,280.34,David Obrien
7430593f-4240-437a-8818-8773649bd409,PIPE-401,Brass Terminal,Team Delta,Pipeline Segment,2026-07-09 10:19:52,983.23,554.55,103.0,16.33,2270.27,76.42,Kristin Hall
1e9cf5a3-75db-4f15-835e-1388a62696a0,PIPE-401,Brass Terminal,Team Delta,Pipeline Segment,2026-07-09 10:20:55,4363.01,330.49,37.06,59.26,640.03,108.82,Ronald Lucas
94f78fb5-df0e-44ed-ace4-e8dd4465bf4e,TANK-501,Qua Iboe Field,Team Alpha,Storage Tank,2026-07-09 10:19:53,4443.26,1311.54,280.8,48.7,1101.01,252.44,Bradley Simon
b3bd2084-91be-48dd-9850-a6068a8b698e,COMP-202,Forcados Field,Team Bravo,Compressor,2026-07-09 10:17:40,4527.05,1614.23,233.22,43.52,1088.2,242.25,Heidi Carney
77a40d09-cd92-48a5-8d9e-451ff1ff4149,PIPE-402,Brass Terminal,Team Delta,Pipeline Segment,2026-07-09 10:20:13,2196.67,1684.64,167.67,54.15,2800.1,265.5,Thomas Henry
99d845e5-cb7a-4147-a393-08efe246e8ca,COMP-202,Forcados Field,Team Bravo,Compressor,2026-07-09 10:18:22,2392.92,1458.52,64.58,61.28,3368.48,335.88,Darryl Sawyer
50d51662-8dbf-4bfb-a8ba-a9a723aa5238,TANK-501,Qua Iboe Field,Team Alpha,Storage Tank,2026-07-09 10:21:02,1616.44,1012.26,201.61,52.46,1094.94,46.68,Randy Ewing
05fc7399-97a4-4ef4-af28-3a60dee2b7e8,TANK-501,Qua Iboe Field,Team Alpha,Storage Tank,2026-07-09 10:16:16,1153.91,1107.28,13.99,17.06,4888.22,70.44,Melissa Bell
eeec49f1-2892-41be-875d-fcb9bdaca6c6,PUMP-101,Bonny Field,Team Alpha,Pumping Unit,2026-07-09 10:19:48,2161.57,1202.83,391.57,55.53,4679.84,225.36,Mary Villegas
ad9fa2b1-1807-4aa9-b5b5-4b57ddade1d3,COMP-202,Forcados Field,Team Bravo,Compressor,2026-07-09 10:17:09,2140.07,975.95,481.58,51.37,2682.84,139.01,Anthony Patrick
1dc8608e-234f-4fda-8cfb-7174c28ea23a,PIPE-401,Brass Terminal,Team Delta,Pipeline Segment,2026-07-09 10:19:49,4376.14,1638.86,396.61,18.78,4712.91,221.5,Michelle Blackwell
4b8b2b20-93ee-4c17-ba50-2f1b4c803c21,COMP-201,Forcados Field,Team Bravo,Compressor,,-99.0,-99.0,-99.0,,,,Rodney Long
4b14b562-39c6-4dc4-bf99-4e840689dda0,TANK-502,Qua Iboe Field,Team Bravo,Storage Tank,,-99.0,-99.0,-99.0,,,,Kristopher Irwin
67bdc059-014f-4b66-b5e3-2cc59cb09a31,COMP-202,Forcados Field,Team Bravo,Compressor,2026-07-09 10:20:40,2512.24,884.35,65.61,49.11,1743.41,221.97,Natalie Moody
a5b86194-ffaf-49fc-a777-75d4e7068e16,PIPE-402,Brass Terminal,Team Delta,Pipeline Segment,2026-07-09 10:19:43,3285.44,1975.8,200.01,36.48,2760.49,228.91,William Scott
393e58e1-7917-44b8-ae45-fd284a7d86bb,PIPE-401,Brass Terminal,Team Delta,Pipeline Segment,,-99.0,-99.0,-99.0,,,,Lindsay Miller
bf4714df-4748-4f4b-bda8-a31b29721597,COMP-201,Forcados Field,Team Bravo,Compressor,2026-07-09 10:21:25,3656.11,1266.91,432.45,61.38,3298.4,223.48,Catherine Lawson
420f03fe-6c50-4124-a980-b1496f075415,PUMP-102,Bonny Field,Team Alpha,Pumping Unit,2026-07-09 10:19:44,2246.42,1350.25,187.41,49.85,3702.84,110.86,Cesar Torres
57148452-a6e4-4f84-bbfe-614af8ce1d40,PUMP-102,Bonny Field,Team Alpha,Pumping Unit,2026-07-09 10:19:30,1526.6,1221.87,237.63,22.87,1918.3,71.31,Christopher Ryan
ea3d613f-e2ab-42fa-8221-7265597dd287,PUMP-102,Bonny Field,Team Alpha,Pumping Unit,2026-07-09 10:17:55,1399.54,1310.74,98.57,39.87,3110.97,486.36,Mary Kemp
124c2e19-d691-4ad1-821f-054449b61682,PIPE-401,Brass Terminal,Team Delta,Pipeline Segment,2026-07-09 10:20:05,1683.0,455.65,456.44,55.16,783.79,10.62,Troy Patterson
84186ca1-bac8-44f9-bef8-f380fbd4498f,VALVE-301,Escravos Field,Team Charlie,Pressure Valve,2026-07-09 10:15:32,3595.17,220.66,307.68,35.42,4958.54,134.96,Samuel Thompson
701ed8c1-d51e-48b1-969f-21ec8c516081,PIPE-401,Brass Terminal,Team Delta,Pipeline Segment,2026-07-09 10:19:15,2303.37,274.23,245.06,48.07,2552.84,56.42,Veronica Campbell
b2939a01-3a47-4c07-86c3-90d958e51e34,PIPE-402,Brass Terminal,Team Delta,Pipeline Segment,2026-07-09 10:16:59,4537.04,1920.25,87.05,32.4,2545.07,464.17,Clayton Roman
e01fbcd4-ff61-480a-81b9-a3278b07e3f2,PUMP-101,Bonny Field,Team Alpha,Pumping Unit,,-99.0,-99.0,-99.0,,,,Kelly Allen
971ef785-818f-45af-988b-193086bd0b81,PIPE-401,Brass Terminal,Team Delta,Pipeline Segment,2026-07-09 10:19:31,1317.87,969.2,358.72,24.35,4722.37,215.11,Christina Robinson
bdf52af1-5f46-4a16-a053-799fb01394de,TANK-501,Qua Iboe Field,Team Alpha,Storage Tank,2026-07-09 10:19:05,4826.68,619.37,155.15,30.17,3550.0,167.64,Devin Mejia
29460d00-d1c8-4464-b9ad-3eab31df3bb0,PIPE-402,Brass Terminal,Team Delta,Pipeline Segment,2026-07-09 10:17:19,1468.78,514.56,16.65,16.91,816.91,27.12,Deanna Andrews
f45d0f12-9dcd-4e06-bbd0-bfc4f545e67f,PIPE-402,Brass Terminal,Team Delta,Pipeline Segment,,-99.0,-99.0,-99.0,,,,Jason Young
e209e21a-2dad-416b-8c65-a5b2f245b6f3,TANK-502,Qua Iboe Field,Team Bravo,Storage Tank,2026-07-09 10:16:18,4620.92,1566.53,382.86,50.17,666.9,45.07,Matthew Nichols
19f72b2c-9b59-45c6-aa7a-d069963a5b97,PIPE-402,Brass Terminal,Team Delta,Pipeline Segment,2026-07-09 10:20:12,3458.64,533.97,170.46,17.92,246.73,84.69,Sarah Ochoa
1f395eee-6142-459c-bfb1-daee5873924c,PUMP-101,Bonny Field,Team Alpha,Pumping Unit,2026-07-09 10:16:18,2498.19,178.21,90.71,28.1,3543.83,134.66,Darren Rodriguez
c72a80f5-77f8-451d-a01a-a555ee7b4ba1,TANK-502,Qua Iboe Field,Team Bravo,Storage Tank,2026-07-09 10:18:03,2746.66,650.18,474.0,20.08,1413.3,142.83,Raymond Baker
ad462e04-163d-4d2b-9518-a29fc97a1967,PIPE-402,Brass Terminal,Team Delta,Pipeline Segment,2026-07-09 10:20:05,4698.47,340.92,28.02,49.67,1815.72,146.99,Brian Little
e4e3e1eb-bf0e-41a6-9cd1-acd4088a6ae7,PUMP-102,Bonny Field,Team Alpha,Pumping Unit,2026-07-09 10:18:17,3163.08,1914.42,366.94,22.16,754.66,73.75,Norma Perez
ca184250-87d0-4d7a-9289-ebbd755a0c14,VALVE-302,Escravos Field,Team Charlie,Pressure Valve,2026-07-09 10:16:10,3669.09,1750.04,250.1,53.92,2174.7,195.93,Alexandra Moore
824993fa-5df6-427b-b852-50307001846a,VALVE-302,Escravos Field,Team Charlie,Pressure Valve,2026-07-09 10:17:50,2256.43,831.26,264.05,54.86,2388.67,54.0,Diana Aguilar
b64487b5-42d8-4be6-b42c-268f755c8e1b,COMP-201,Forcados Field,Team Bravo,Compressor,,-99.0,-99.0,-99.0,,,,Erika Barnes
57ef892a-999d-409d-b6a9-78157e40343d,VALVE-302,Escravos Field,Team Charlie,Pressure Valve,2026-07-09 10:18:27,4992.17,620.77,323.93,22.94,1822.17,454.15,John Daniels
1e7dfff8-8354-460e-9067-f53c52298335,TANK-502,Qua Iboe Field,Team Bravo,Storage Tank,2026-07-09 10:18:55,1949.33,883.79,214.74,20.07,3319.7,457.75,Steven Wright
4801cc1b-c938-4cd4-aa99-603cad95de00,PIPE-402,Brass Terminal,Team Delta,Pipeline Segment,2026-07-09 10:19:10,4038.17,173.89,289.5,22.68,1076.09,131.31,Savannah Roberts
1ac61be7-8fd7-405d-8c4d-f551406ddea1,PIPE-401,Brass Terminal,Team Delta,Pipeline Segment,,-99.0,-99.0,-99.0,,,,Jeffery Roberson
632c8224-1cea-4e1e-92d9-21f001e843be,PIPE-402,Brass Terminal,Team Delta,Pipeline Segment,2026-07-09 10:19:44,4773.84,1690.52,314.37,55.79,2951.76,91.94,Joel Werner
79859cc7-2ce9-4839-9b7e-96d3b500879d,COMP-201,Forcados Field,Team Bravo,Compressor,,-99.0,-99.0,-99.0,,,,Antonio Rodgers
9c6d5b6c-5b9c-44ac-89a4-41f78dde508d,PUMP-102,Bonny Field,Team Alpha,Pumping Unit,,-99.0,-99.0,-99.0,,,,Jordan Wells
3bffe4ed-58c9-436d-bb0c-99944b409472,PIPE-401,Brass Terminal,Team Delta,Pipeline Segment,2026-07-09 10:20:28,1609.21,1602.41,35.36,45.29,1219.09,60.04,Ruth Conley
554888ef-f45d-4226-896b-289cb5336c0a,COMP-202,Forcados Field,Team Bravo,Compressor,2026-07-09 10:17:08,955.47,1957.13,220.32,35.47,1146.95,469.51,Matthew Allen
5a918094-8074-4ee8-8ac4-a5c752ae2fc9,TANK-502,Qua Iboe Field,Team Bravo,Storage Tank,2026-07-09 10:17:11,1201.86,854.41,51.93,37.48,2510.15,390.18,Ruben Bailey
887d01c5-00af-4679-9705-1cd8818f353e,VALVE-302,Escravos Field,Team Charlie,Pressure Valve,2026-07-09 10:16:04,658.8,1521.65,437.75,50.21,1133.2,407.43,Luke Smith
d2ff544d-a3cd-417d-bc61-640e8695b303,PIPE-401,Brass Terminal,Team Delta,Pipeline Segment,,-99.0,-99.0,-99.0,,,,Charles Quinn
19d67de0-0edd-46f7-b339-56a737c02f26,COMP-201,Forcados Field,Team Bravo,Compressor,2026-07-09 10:16:39,2889.47,404.72,398.99,22.61,664.92,379.35,Joseph Snyder
4fbf70d6-370e-47e1-a729-2c8219e4df65,COMP-202,Forcados Field,Team Bravo,Compressor,,-99.0,-99.0,-99.0,,,,Jesse Bell
a592b85c-b78b-4e78-b1fd-81ec6ee39ba9,TANK-501,Qua Iboe Field,Team Alpha,Storage Tank,,-99.0,-99.0,-99.0,,,,Matthew Gillespie
9651d23f-f16e-4d89-b271-2ef36244d332,PIPE-402,Brass Terminal,Team Delta,Pipeline Segment,2026-07-09 10:20:26,753.21,1898.47,443.74,35.09,1077.15,459.87,Valerie Rogers
43e29d61-5bc8-4b5c-b9f7-13fa065a7e63,TANK-502,Qua Iboe Field,Team Bravo,Storage Tank,2026-07-09 10:16:21,4408.59,735.85,194.62,44.24,1191.11,411.17,Deanna Dunn
a408692c-439e-4394-8735-c82f27752735,PUMP-101,Bonny Field,Team Alpha,Pumping Unit,2026-07-09 10:17:14,2067.05,556.91,355.05,56.26,2650.29,290.2,Micheal Hubbard
e55eb2ec-145f-4210-a410-d17848dea8e6,PUMP-101,Bonny Field,Team Alpha,Pumping Unit,2026-07-09 10:17:00,4295.32,1280.24,396.53,22.64,4683.4,87.21,Kevin Lloyd
0c05259f-b71c-481e-aa90-73d8a0a09d59,COMP-201,Forcados Field,Team Bravo,Compressor,2026-07-09 10:16:39,3109.96,853.31,87.11,25.82,2831.86,359.81,Mary Clay
67b628aa-050d-4bbb-85e0-32bb4b45c787,TANK-502,Qua Iboe Field,Team Bravo,Storage Tank,,-99.0,-99.0,-99.0,,,,Patrick Wright
a3392225-5a5c-4c66-9e68-66ffa2af37d1,PUMP-102,Bonny Field,Team Alpha,Pumping Unit,2026-07-09 10:21:27,1979.06,1430.45,307.83,27.59,1477.62,84.43,Richard Green
62dfb50d-e330-4702-9eaa-462495142f9b,VALVE-302,Escravos Field,Team Charlie,Pressure Valve,2026-07-09 10:17:59,3476.88,1697.42,146.32,30.65,3141.24,5.61,Kiara Bowers
0fa08ba3-4299-420f-91f2-fa35398364eb,VALVE-301,Escravos Field,Team Charlie,Pressure Valve,2026-07-09 10:19:38,3181.84,1836.69,471.91,33.45,4287.4,153.6,Jorge Church
4f066f96-cc20-4b9f-b326-babe7a5bdbdc,TANK-501,Qua Iboe Field,Team Alpha,Storage Tank,2026-07-09 10:19:49,194.5,1455.13,459.45,63.3,3485.63,171.07,Barbara Mclaughlin
c11c306a-1b29-4e87-9734-e67a618fa1cc,PUMP-101,Bonny Field,Team Alpha,Pumping Unit,2026-07-09 10:16:14,285.56,872.23,489.96,36.68,1889.76,183.86,Allen Brown
925fddca-e1e5-4a4c-8a48-61bd9a8161f7,PIPE-401,Brass Terminal,Team Delta,Pipeline Segment,2026-07-09 10:20:43,3566.52,1253.54,471.83,35.98,3985.23,218.64,Joseph Rivera
1b776c1e-0f18-4029-bd02-03f121403c26,PUMP-101,Bonny Field,Team Alpha,Pumping Unit,2026-07-09 10:18:52,3902.95,1039.55,205.09,52.44,2448.66,307.12,Mark Reeves
a69cc0ea-cb99-41b9-a43c-b574654b92b5,TANK-501,Qua Iboe Field,Team Alpha,Storage Tank,2026-07-09 10:18:40,2649.73,1028.55,132.16,62.01,4511.03,51.02,Joseph Cortez
4537ab74-503d-4743-beb7-9502c9b86cfb,COMP-202,Forcados Field,Team Bravo,Compressor,2026-07-09 10:20:32,1482.6,1933.23,280.96,63.86,566.15,379.9,Mark Reese
1a73971e-4e46-4d5a-8624-0ca6909613dd,PUMP-102,Bonny Field,Team Alpha,Pumping Unit,2026-07-09 10:18:56,612.65,1567.52,248.54,19.17,1807.76,469.0,Michelle Rivera DDS
a6746ca5-09d0-4b93-a214-a01673e85e8d,VALVE-302,Escravos Field,Team Charlie,Pressure Valve,2026-07-09 10:19:10,318.8,626.55,260.22,46.92,1864.38,7.52,Mary Adams
166a8f80-d3a8-4a3b-b8f3-d6d4ab6ca942,PIPE-402,Brass Terminal,Team Delta,Pipeline Segment,2026-07-09 10:16:04,4988.89,948.8,428.83,41.83,2348.92,260.89,Kara Sims
bc8eaa08-6ee9-4311-9c86-4de10b6e6b45,TANK-501,Qua Iboe Field,Team Alpha,Storage Tank,2026-07-09 10:20:20,2319.02,70.31,323.91,31.88,623.08,164.91,Ross Allen
af3a9b56-a38c-4eac-9026-13fb20d50f02,TANK-501,Qua Iboe Field,Team Alpha,Storage Tank,2026-07-09 10:17:42,4672.12,446.4,461.74,22.91,807.3,249.06,Gavin Sullivan
ab3d0771-245e-491d-a00d-3e0d0065638c,VALVE-301,Escravos Field,Team Charlie,Pressure Valve,2026-07-09 10:20:39,4744.71,557.52,222.98,57.58,1125.36,286.06,Kari Le
3b41809e-230b-45e0-b5a0-c2159abd837b,VALVE-301,Escravos Field,Team Charlie,Pressure Valve,2026-07-09 10:20:16,3560.62,1034.35,455.52,60.25,4381.63,61.4,Anthony Jones
d5a185ea-9c9d-47cb-a61c-4211f40c54f7,VALVE-301,Escravos Field,Team Charlie,Pressure Valve,2026-07-09 10:18:00,3859.83,1022.1,49.81,56.81,368.23,5.81,Sarah Herrera
c4335719-8214-430e-9126-446791668721,VALVE-302,Escravos Field,Team Charlie,Pressure Valve,2026-07-09 10:16:30,2935.78,393.92,279.29,21.77,2495.95,306.79,Debra Gonzales
3781dc43-fc0a-452f-84d1-518c331d03d9,COMP-202,Forcados Field,Team Bravo,Compressor,2026-07-09 10:19:02,2798.21,1350.52,314.79,43.17,4877.0,418.34,Frank Key
643f7ad7-7e14-4893-867e-498ac5fb8658,PIPE-401,Brass Terminal,Team Delta,Pipeline Segment,2026-07-09 10:15:31,3617.34,974.19,54.49,40.19,4914.02,475.52,Jose Logan
25e5804f-3cf4-4e8a-9a76-5b498fd073db,PIPE-402,Brass Terminal,Team Delta,Pipeline Segment,2026-07-09 10:17:02,1269.73,1917.08,257.21,16.48,2658.57,125.6,Stacy Wells
bb6a59ea-f1a5-4377-b325-6297e00b3c83,VALVE-301,Escravos Field,Team Charlie,Pressure Valve,2026-07-09 10:20:45,1543.97,358.97,190.25,50.36,644.16,487.53,Scott Smith
2504632c-62c1-46cf-9b59-68e7d89c7cbb,PIPE-401,Brass Terminal,Team Delta,Pipeline Segment,2026-07-09 10:19:35,987.91,1975.08,289.08,54.72,2141.16,101.3,Robert Reed
ec0bc0bd-4fb4-407f-b8d2-04a379f5bbcd,TANK-502,Qua Iboe Field,Team Bravo,Storage Tank,,-99.0,-99.0,-99.0,,,,William Santiago
e77fd13c-41d0-4fd3-9705-e93adbd7b6d2,PIPE-401,Brass Terminal,Team Delta,Pipeline Segment,2026-07-09 10:21:04,3570.24,1393.99,208.7,33.3,1755.87,264.42,Nicole Floyd
32425495-0da2-4da4-8a32-e8d67478f40a,TANK-501,Qua Iboe Field,Team Alpha,Storage Tank,2026-07-09 10:20:47,1592.61,1142.48,395.41,57.63,1146.16,335.87,Jennifer Ward
ccf8fd4e-ca6e-4e2e-8dd1-af9278d9f6f8,VALVE-302,Escravos Field,Team Charlie,Pressure Valve,2026-07-09 10:19:16,2674.0,225.92,489.75,57.73,964.7,30.06,Jesus Chavez
001a8bc9-c984-4bcb-9efb-2a12c0f3fd0b,COMP-202,Forcados Field,Team Bravo,Compressor,2026-07-09 10:19:49,456.78,1298.66,398.01,52.78,3962.77,327.2,Amy Cain
746ded2a-34e7-430e-ab82-0b325e5ddf3c,PIPE-402,Brass Terminal,Team Delta,Pipeline Segment,2026-07-09 10:19:23,2499.05,251.66,432.52,40.45,978.48,325.19,Kyle Avila
290a8ead-d005-48f0-ae2a-b30e98339d77,COMP-202,Forcados Field,Team Bravo,Compressor,2026-07-09 10:18:10,1388.68,1580.16,70.91,31.46,360.36,492.67,Molly Hall
de1cedd2-c890-4520-974f-834d20d7ea0a,VALVE-301,Escravos Field,Team Charlie,Pressure Valve,2026-07-09 10:18:32,1540.5,1793.39,319.57,24.86,1351.51,205.34,Richard Walters
f63c3f73-4b4e-4b21-908b-0fe65e2c0e1f,TANK-502,Qua Iboe Field,Team Bravo,Storage Tank,2026-07-09 10:15:42,2268.13,478.19,86.72,35.71,766.24,163.27,Ashley Foster
a35bda5d-c618-4492-8084-4399a164fea6,COMP-202,Forcados Field,Team Bravo,Compressor,2026-07-09 10:17:32,1466.19,90.27,322.42,26.65,4833.68,22.36,Pamela Poole
222e6f62-4576-43f1-9737-d36091fb07af,COMP-202,Forcados Field,Team Bravo,Compressor,2026-07-09 10:20:55,2145.03,1181.94,32.63,28.74,2067.17,181.76,Morgan Cook
62b3bd90-d516-403a-9473-0faea0b5793e,PIPE-401,Brass Terminal,Team Delta,Pipeline Segment,2026-07-09 10:16:27,2590.18,940.35,225.54,42.41,1904.01,133.11,Joshua Roth
