incident_id,equipment_id,field,team,category,incident_date,incident_type,severity,status,resolution_hours,sla_breach,downtime_hours,reported_by,sla_status
9415aa82-fd05-49fb-9b17-d32bb14ad77a,PIPE-402,Brass Terminal,Team Delta,Pipeline Segment,2026-07-08 12:07:36,Leak,Low,In Progress,26.6,No,23.78,Alexis Kelley,COMPLIANT
22371659-434f-4b18-bc0a-fe3f0c5f4a9f,PIPE-401,Brass Terminal,Team Delta,Pipeline Segment,2026-07-08 12:08:59,Equipment Failure,Low,Resolved,70.84,Yes,40.89,Thomas Tran,BREACHED
4142ee0a-942f-40da-ab1f-34a7263cadbf,COMP-201,Forcados Field,Team Bravo,Compressor,2026-07-08 12:09:23,Leak,Critical,In Progress,2.28,No,1.54,Kirk Lawson,COMPLIANT
dd94ea72-1ded-4de7-af31-4080305976c5,COMP-202,Forcados Field,Team Bravo,Compressor,2026-07-08 12:06:03,Power Outage,Medium,Open,27.21,Yes,24.38,John Rhodes,BREACHED
458b1f44-fd26-45cf-9859-da5407329817,COMP-201,Forcados Field,Team Bravo,Compressor,2026-07-08 12:07:05,Pressure Drop,High,Open,2.18,No,1.48,Dennis Johnson,COMPLIANT
01354350-76c9-4abc-93d4-d9220fb1eceb,COMP-202,Forcados Field,Team Bravo,Compressor,2026-07-08 12:04:12,Pressure Drop,Medium,Resolved,5.53,No,2.43,Kirk Mann,COMPLIANT
7de9064a-c881-4cf5-b09d-096cf0de62a6,COMP-201,Forcados Field,Team Bravo,Compressor,2026-07-08 12:08:42,Valve Malfunction,Critical,In Progress,1.14,No,0.59,Angela Ray,COMPLIANT
75978f5f-e809-4c59-8afb-decd45819b19,TANK-502,Qua Iboe Field,Team Bravo,Storage Tank,2026-07-08 12:07:06,Valve Malfunction,Critical,Resolved,6.09,Yes,5.59,Rachel Pace,BREACHED
35bbe468-2673-4846-989f-c22d35de10fd,PIPE-402,Brass Terminal,Team Delta,Pipeline Segment,2026-07-08 12:07:52,Valve Malfunction,Low,In Progress,7.22,No,5.25,Casey Young,COMPLIANT
540cb2e5-0969-47e9-a9de-18158c39b2c2,VALVE-302,Escravos Field,Team Charlie,Pressure Valve,2026-07-08 12:05:24,Valve Malfunction,High,Open,12.18,Yes,8.81,Brandon Johnson,BREACHED
3335f27b-a17b-48e2-90da-0bdede488938,PIPE-402,Brass Terminal,Team Delta,Pipeline Segment,2026-07-08 12:08:33,Leak,High,Open,19.78,Yes,8.25,Maria Clark,BREACHED
4e1c5089-b184-4c82-80c2-2eb43936c2df,TANK-501,Qua Iboe Field,Team Alpha,Storage Tank,2026-07-08 12:05:49,Equipment Failure,Low,Resolved,22.23,No,5.56,Nicolas Leblanc,COMPLIANT
caaadd73-12cc-4bd6-9431-b84942c30e98,PIPE-402,Brass Terminal,Team Delta,Pipeline Segment,2026-07-08 12:07:11,Valve Malfunction,Critical,Resolved,6.35,Yes,4.13,Kylie Stone,BREACHED
f3ef9c78-e9bf-4bc5-8c5f-c1b09824c8ad,TANK-502,Qua Iboe Field,Team Bravo,Storage Tank,2026-07-08 12:04:36,Equipment Failure,Critical,Open,8.16,Yes,7.15,Carlos Dixon,BREACHED
16eb04ab-141b-4861-a18b-d2788b6b844c,TANK-501,Qua Iboe Field,Team Alpha,Storage Tank,2026-07-08 12:08:54,Corrosion,Low,Resolved,24.1,No,16.63,Kara Smith,COMPLIANT
32f10fb3-e639-4117-a3c4-0160e964dc15,PUMP-102,Bonny Field,Team Alpha,Pumping Unit,2026-07-08 12:06:53,Power Outage,Low,Resolved,10.15,No,6.67,Christopher Cruz,COMPLIANT
db3b3c01-0db6-418d-b191-ca3e15610a16,PIPE-402,Brass Terminal,Team Delta,Pipeline Segment,2026-07-08 12:07:55,Pressure Drop,Low,Open,8.49,No,5.52,Phillip Weber,COMPLIANT
fd528ae7-3526-45f4-a764-0a52473b2bc7,TANK-501,Qua Iboe Field,Team Alpha,Storage Tank,2026-07-08 12:08:00,Valve Malfunction,High,In Progress,22.52,Yes,18.97,Tara Taylor,BREACHED
1b9fe817-5566-4990-b0c2-c37ed43a403f,COMP-202,Forcados Field,Team Bravo,Compressor,2026-07-08 12:10:00,Pressure Drop,Critical,Open,10.72,Yes,4.28,Jessica Roberts,BREACHED
81f2f476-2694-4f30-80da-bdb3964e0f49,PUMP-101,Bonny Field,Team Alpha,Pumping Unit,2026-07-08 12:09:24,Pressure Drop,Critical,Open,3.33,No,1.09,Taylor Davies,COMPLIANT
f77314df-940d-44d8-9052-df936297dff5,COMP-201,Forcados Field,Team Bravo,Compressor,2026-07-08 12:08:23,Leak,Low,Open,63.03,Yes,7.36,Rachel Lynch,BREACHED
e157123d-cf97-4b80-93cd-71f87d6c2d7b,VALVE-301,Escravos Field,Team Charlie,Pressure Valve,2026-07-08 12:06:45,Pressure Drop,Medium,Open,12.01,No,2.89,Travis Gregory,COMPLIANT
16237df4-81ef-44ea-b885-0d4fc3d781ce,COMP-201,Forcados Field,Team Bravo,Compressor,2026-07-08 12:04:23,Valve Malfunction,Medium,Resolved,22.71,No,3.82,Rebecca Garcia,COMPLIANT
a37a2c53-ccd8-4450-a900-c7d47fdd62a1,PIPE-401,Brass Terminal,Team Delta,Pipeline Segment,2026-07-08 12:04:49,Power Outage,Critical,Resolved,9.66,Yes,8.36,Teresa Ward,BREACHED
42cbd139-bc6c-4da9-8323-ebaea4452099,TANK-502,Qua Iboe Field,Team Bravo,Storage Tank,2026-07-08 12:06:53,Leak,High,Resolved,3.02,No,1.03,Nicholas Elliott,COMPLIANT
02ab16ca-41f1-4a9c-8bb6-82e75c3b9e0b,PUMP-101,Bonny Field,Team Alpha,Pumping Unit,2026-07-08 12:06:06,Equipment Failure,Low,Resolved,42.71,No,30.94,Charles Lozano,COMPLIANT
882e90da-4a7f-4748-b9a0-2b88c6fdb220,PUMP-101,Bonny Field,Team Alpha,Pumping Unit,2026-07-08 12:09:33,Valve Malfunction,Medium,Open,26.09,Yes,1.44,Joseph Ford MD,BREACHED
c47fc578-769a-485a-8848-e9c89caf5ed4,PIPE-401,Brass Terminal,Team Delta,Pipeline Segment,2026-07-08 12:05:12,Corrosion,Low,Resolved,49.03,Yes,29.71,Brittany Farley,BREACHED
7a709cb6-6201-48f1-b330-98b31c4b59db,PIPE-402,Brass Terminal,Team Delta,Pipeline Segment,2026-07-08 12:06:01,Corrosion,Critical,In Progress,4.09,Yes,2.72,Tina Austin,BREACHED
3f7c1369-3139-4c0f-849e-1c9d58ceb461,VALVE-301,Escravos Field,Team Charlie,Pressure Valve,2026-07-08 12:06:50,Valve Malfunction,High,Open,2.23,No,0.56,Rachel Garcia,COMPLIANT
4039abcc-d409-439a-8ed0-92108987240f,TANK-501,Qua Iboe Field,Team Alpha,Storage Tank,2026-07-08 12:06:04,Pressure Drop,Critical,In Progress,10.72,Yes,5.41,Jared Cline,BREACHED
b8453c74-e490-4b99-8705-7ac9abf289be,PUMP-101,Bonny Field,Team Alpha,Pumping Unit,2026-07-08 12:09:22,Pressure Drop,High,In Progress,17.62,Yes,7.9,Larry Torres,BREACHED
29bbf61f-1044-468c-aace-ae1df3973750,PUMP-102,Bonny Field,Team Alpha,Pumping Unit,2026-07-08 12:06:01,Corrosion,Medium,Resolved,47.58,Yes,3.91,Stephen Miller,BREACHED
9c57d21a-5fc8-4608-8f22-e61d64904edb,PIPE-401,Brass Terminal,Team Delta,Pipeline Segment,2026-07-08 12:08:16,Leak,Low,Open,14.9,No,14.83,David Leon,COMPLIANT
79b5fba0-23f6-43de-ab44-120669b8c643,TANK-501,Qua Iboe Field,Team Alpha,Storage Tank,2026-07-08 12:04:46,Pressure Drop,Medium,Open,27.35,Yes,20.06,Shawn Tyler,BREACHED
d4b561a2-2a3f-4cf3-b6ab-16307d7ece70,PIPE-402,Brass Terminal,Team Delta,Pipeline Segment,2026-07-08 12:07:14,Equipment Failure,Critical,In Progress,9.19,Yes,1.69,Emily Ware,BREACHED
29bc0412-c35a-4fdc-b134-51fd77b1cb0b,TANK-502,Qua Iboe Field,Team Bravo,Storage Tank,2026-07-08 12:06:39,Power Outage,High,In Progress,6.35,No,4.61,Heather Fitzgerald,COMPLIANT
0e6fc83a-ff83-473d-a4f8-a3cfaac5304f,TANK-501,Qua Iboe Field,Team Alpha,Storage Tank,2026-07-08 12:07:06,Leak,Critical,Resolved,9.2,Yes,4.0,Margaret Morales,BREACHED
71eb8cd5-0fcd-4201-bf28-69bc0b6524c2,COMP-201,Forcados Field,Team Bravo,Compressor,2026-07-08 12:05:07,Corrosion,Low,Open,5.53,No,3.88,Angela Strickland,COMPLIANT
75d72b59-6949-4881-bd55-e97b2b9672e4,VALVE-301,Escravos Field,Team Charlie,Pressure Valve,2026-07-08 12:09:33,Corrosion,Critical,In Progress,11.63,Yes,1.23,Susan Spencer,BREACHED
db7f2bf9-4f64-4b00-91b4-5e55b52a63c0,VALVE-301,Escravos Field,Team Charlie,Pressure Valve,2026-07-08 12:04:52,Power Outage,Low,Resolved,21.76,No,7.81,Carlos Tate DDS,COMPLIANT
b2ecde4f-2cf5-4c39-b81f-f0dd8494dc73,TANK-501,Qua Iboe Field,Team Alpha,Storage Tank,2026-07-08 12:08:00,Equipment Failure,High,In Progress,9.05,Yes,0.58,Joseph Russell,BREACHED
5092cd98-21e2-41c2-8966-3343a91d2dd8,PUMP-101,Bonny Field,Team Alpha,Pumping Unit,2026-07-08 12:06:11,Pressure Drop,Medium,Resolved,1.08,No,0.74,Alexandria Douglas,COMPLIANT
c26a125b-33f2-42be-b39f-8694e2e26d3b,TANK-501,Qua Iboe Field,Team Alpha,Storage Tank,2026-07-08 12:09:41,Corrosion,Low,Open,26.03,No,13.74,Sarah Miller,COMPLIANT
dbb3f4ef-53ca-4668-b466-144dd1f1dc7d,COMP-202,Forcados Field,Team Bravo,Compressor,2026-07-08 12:09:09,Pressure Drop,Critical,Open,5.46,Yes,3.73,Jeanette Jackson,BREACHED
5009520e-bbf1-4449-a822-96f5b08619da,VALVE-301,Escravos Field,Team Charlie,Pressure Valve,2026-07-08 12:04:39,Power Outage,Low,Open,30.33,No,3.96,Danielle Cline,COMPLIANT
17832a03-5063-4f2a-ac99-96a5ddb5d955,PUMP-101,Bonny Field,Team Alpha,Pumping Unit,2026-07-08 12:08:01,Pressure Drop,Low,In Progress,66.99,Yes,63.76,Jeffrey Juarez,BREACHED
c7521926-0130-4d75-950c-8198571686d8,TANK-502,Qua Iboe Field,Team Bravo,Storage Tank,2026-07-08 12:05:51,Equipment Failure,Medium,Resolved,29.53,Yes,28.11,Anthony Hamilton,BREACHED
20a9e4dc-5bc1-4cac-bc91-fbd1ffd1f126,PIPE-402,Brass Terminal,Team Delta,Pipeline Segment,2026-07-08 12:06:25,Power Outage,Critical,Resolved,2.82,No,1.44,Nicole Smith,COMPLIANT
cc3bf9e4-a994-4c30-ae4d-efd87d546d17,VALVE-302,Escravos Field,Team Charlie,Pressure Valve,2026-07-08 12:04:38,Equipment Failure,Medium,Open,17.1,No,7.18,Adam Reyes,COMPLIANT
0b2047df-a0b5-4cbe-a6b7-09922b129e98,PUMP-101,Bonny Field,Team Alpha,Pumping Unit,2026-07-08 12:06:13,Leak,Low,Open,13.01,No,0.73,Kelly Jones,COMPLIANT
64905359-d689-4c81-8201-56fdf9f68c41,PUMP-102,Bonny Field,Team Alpha,Pumping Unit,2026-07-08 12:07:31,Power Outage,Critical,Resolved,11.01,Yes,3.72,Daniel Castro,BREACHED
a16578f9-2a30-4561-a567-fb4ff472a14f,COMP-201,Forcados Field,Team Bravo,Compressor,2026-07-08 12:07:39,Equipment Failure,Medium,In Progress,47.95,Yes,43.78,Melissa Randall,BREACHED
ba10ba5f-56f3-43f3-9c4e-161d2741297f,PIPE-402,Brass Terminal,Team Delta,Pipeline Segment,2026-07-08 12:05:12,Leak,Low,Open,49.07,Yes,24.63,Alexander Burton,BREACHED
9c8f24ed-a7fc-49f4-9f24-1b393e44f8ad,COMP-202,Forcados Field,Team Bravo,Compressor,2026-07-08 12:07:00,Valve Malfunction,Medium,Resolved,7.54,No,4.65,Judith Cantu,COMPLIANT
b8d2c938-91df-451c-9119-ffe222281e74,TANK-502,Qua Iboe Field,Team Bravo,Storage Tank,2026-07-08 12:07:32,Power Outage,Critical,In Progress,10.79,Yes,8.77,Dr. Shawn Mooney,BREACHED
951f9dd0-eb9e-4aac-99c5-22d9032004e2,PUMP-101,Bonny Field,Team Alpha,Pumping Unit,2026-07-08 12:05:07,Power Outage,Low,Resolved,15.7,No,5.4,Robert Hart,COMPLIANT
62d39214-cc63-4845-aa3c-bf97c912e311,VALVE-302,Escravos Field,Team Charlie,Pressure Valve,2026-07-08 12:06:42,Equipment Failure,Critical,In Progress,11.22,Yes,1.83,Tina Myers,BREACHED
2a3d5e1b-3c9c-415c-8a9a-874cb715bef2,VALVE-301,Escravos Field,Team Charlie,Pressure Valve,2026-07-08 12:07:45,Leak,High,Resolved,9.04,Yes,4.65,John Long,BREACHED
0d3056e4-9368-4133-9d22-be43131b8934,TANK-502,Qua Iboe Field,Team Bravo,Storage Tank,2026-07-08 12:09:18,Corrosion,Low,Open,47.41,No,13.63,Erin Spencer,COMPLIANT
48016f88-b26b-4ae3-b162-b9eb15d78d2b,TANK-502,Qua Iboe Field,Team Bravo,Storage Tank,2026-07-08 12:04:34,Pressure Drop,Critical,In Progress,9.84,Yes,2.03,Mark Butler,BREACHED
780bdb32-381c-4893-9926-178cf28db1d7,TANK-502,Qua Iboe Field,Team Bravo,Storage Tank,2026-07-08 12:07:13,Corrosion,Critical,Resolved,3.78,No,1.11,Jessica Stevens,COMPLIANT
6c0bd437-b1f2-4d1d-a896-43b3c5002ffe,VALVE-301,Escravos Field,Team Charlie,Pressure Valve,2026-07-08 12:09:34,Valve Malfunction,Medium,Open,2.82,No,0.85,James Berry,COMPLIANT
0b3c1ac8-92eb-4831-95fe-2b63d8646afa,COMP-201,Forcados Field,Team Bravo,Compressor,2026-07-08 12:05:02,Pressure Drop,Low,Resolved,40.28,No,12.19,Matthew Hamilton,COMPLIANT
ab5480f9-0b24-4ebe-94d6-66d6eac2ac67,PUMP-102,Bonny Field,Team Alpha,Pumping Unit,2026-07-08 12:05:06,Leak,Low,In Progress,23.95,No,3.65,Kristen Smith,COMPLIANT
f578d80d-69f7-493d-a916-99a49cf2ae8f,PIPE-401,Brass Terminal,Team Delta,Pipeline Segment,2026-07-08 12:05:23,Equipment Failure,High,Open,15.47,Yes,2.01,Greg Calhoun,BREACHED
bb80f0a7-dc9c-495d-b2bd-466dcd7fa5c2,TANK-501,Qua Iboe Field,Team Alpha,Storage Tank,2026-07-08 12:04:18,Power Outage,Critical,Resolved,10.67,Yes,0.74,Stacy Lutz,BREACHED
8e139c0d-bac3-472a-8ec5-c4d062c27fd1,VALVE-302,Escravos Field,Team Charlie,Pressure Valve,2026-07-08 12:08:31,Corrosion,Low,Open,1.2,No,0.6,James Lopez,COMPLIANT
c5cb7e1d-c159-468f-8f8d-086336b6724c,VALVE-301,Escravos Field,Team Charlie,Pressure Valve,2026-07-08 12:09:48,Power Outage,Low,Resolved,27.76,No,27.15,Ashley Keller,COMPLIANT
efd050b6-83ac-4f29-b468-473b8699b576,PUMP-101,Bonny Field,Team Alpha,Pumping Unit,2026-07-08 12:09:08,Power Outage,High,In Progress,8.43,Yes,5.96,Jamie Wilson,BREACHED
39db9d06-baae-4705-a092-3a7f52c9f4a9,PIPE-402,Brass Terminal,Team Delta,Pipeline Segment,2026-07-08 12:04:28,Power Outage,Critical,Resolved,1.68,No,1.64,Mark Glover,COMPLIANT
f5634277-a842-42f5-b6c7-f241463a8762,PUMP-102,Bonny Field,Team Alpha,Pumping Unit,2026-07-08 12:08:57,Equipment Failure,Low,Open,58.24,Yes,42.59,Elizabeth Strickland,BREACHED
d2c3e53b-09e5-45ac-98b7-775bc2c41949,VALVE-301,Escravos Field,Team Charlie,Pressure Valve,2026-07-08 12:07:07,Valve Malfunction,Medium,Resolved,8.23,No,1.31,Michelle Miller,COMPLIANT
c922acd5-0e1b-407d-bbdd-96f638ef3774,COMP-202,Forcados Field,Team Bravo,Compressor,2026-07-08 12:04:34,Equipment Failure,Medium,Resolved,23.57,No,9.5,Kathryn Hicks,COMPLIANT
0cbf422c-dbe3-4544-bff1-5851837ecee4,PUMP-102,Bonny Field,Team Alpha,Pumping Unit,2026-07-08 12:05:49,Equipment Failure,Low,Resolved,50.4,Yes,5.27,Ronald Nelson,BREACHED
d777a00d-ba05-4c0a-beee-81935e991603,PIPE-402,Brass Terminal,Team Delta,Pipeline Segment,2026-07-08 12:04:17,Corrosion,Low,Resolved,69.05,Yes,3.42,Jay Johnson,BREACHED
34dfb102-c146-4154-9756-aaf454bf8681,PUMP-102,Bonny Field,Team Alpha,Pumping Unit,2026-07-08 12:08:47,Pressure Drop,High,Resolved,9.74,Yes,3.75,Laura Rasmussen,BREACHED
7bd1ffa9-e0f1-4ea1-b68e-2a449c78820e,TANK-502,Qua Iboe Field,Team Bravo,Storage Tank,2026-07-08 12:09:36,Leak,Critical,In Progress,11.21,Yes,6.29,Kristen Blair,BREACHED
00e6d5f6-3ba2-46c8-9003-dab09ac763fd,VALVE-301,Escravos Field,Team Charlie,Pressure Valve,2026-07-08 12:05:41,Equipment Failure,Medium,Open,18.22,No,11.34,Wanda Stewart,COMPLIANT
4c35f3ac-5bfc-40c3-b3fd-9869e021771e,PIPE-402,Brass Terminal,Team Delta,Pipeline Segment,2026-07-08 12:06:19,Pressure Drop,Medium,In Progress,13.65,No,1.03,Lisa Adams,COMPLIANT
b42550da-45ba-45be-aa30-14dd143536b5,TANK-501,Qua Iboe Field,Team Alpha,Storage Tank,2026-07-08 12:07:45,Pressure Drop,Critical,Open,1.77,No,1.33,Elaine Griffin,COMPLIANT
b222dc59-cfc4-4bfd-83f4-937c318574fd,PUMP-101,Bonny Field,Team Alpha,Pumping Unit,2026-07-08 12:10:07,Equipment Failure,High,Resolved,18.91,Yes,18.8,Vincent Mosley,BREACHED
a9e93857-7fdd-4d33-b95c-33ce87db2b72,TANK-501,Qua Iboe Field,Team Alpha,Storage Tank,2026-07-08 12:06:49,Leak,Medium,In Progress,6.81,No,1.08,David Perry,COMPLIANT
589862eb-fded-4df6-84b1-122b9f3d5e11,COMP-201,Forcados Field,Team Bravo,Compressor,2026-07-08 12:04:14,Valve Malfunction,Medium,Resolved,36.52,Yes,19.4,Melissa King,BREACHED
8962eb22-4f06-47f0-b944-7b20bffba3a3,COMP-201,Forcados Field,Team Bravo,Compressor,2026-07-08 12:04:43,Valve Malfunction,High,Resolved,4.8,No,2.84,Nicole Hall,COMPLIANT
3556484b-4d37-4b14-981a-c85898c45b3d,PUMP-101,Bonny Field,Team Alpha,Pumping Unit,2026-07-08 12:10:05,Leak,Low,Open,50.94,Yes,11.6,Tony Cannon,BREACHED
a496e741-dddc-445c-a741-867df6e178bf,PIPE-402,Brass Terminal,Team Delta,Pipeline Segment,2026-07-08 12:09:34,Pressure Drop,High,In Progress,19.52,Yes,16.27,Tammy Andrade,BREACHED
990fd6b0-676b-4a19-ae12-3505e60fd28a,VALVE-302,Escravos Field,Team Charlie,Pressure Valve,2026-07-08 12:07:35,Pressure Drop,Medium,Open,38.3,Yes,36.67,Andrew Horton,BREACHED
43d74315-c9e6-4a68-9883-9bb4ad42989c,PUMP-102,Bonny Field,Team Alpha,Pumping Unit,2026-07-08 12:04:41,Leak,High,In Progress,20.11,Yes,11.7,Tammy Willis,BREACHED
8503122c-f9f6-4298-abf9-69c1a15253c9,TANK-501,Qua Iboe Field,Team Alpha,Storage Tank,2026-07-08 12:08:13,Corrosion,Low,In Progress,17.94,No,11.43,Melissa Manning,COMPLIANT
174cb58e-fdf5-4399-9836-19fd7ef75c6b,COMP-202,Forcados Field,Team Bravo,Compressor,2026-07-08 12:09:49,Leak,Critical,Open,3.65,No,3.14,Benjamin Mendoza,COMPLIANT
f1343a40-20d7-4ac5-9d24-d50f38ab531f,VALVE-301,Escravos Field,Team Charlie,Pressure Valve,2026-07-08 12:07:57,Equipment Failure,High,Resolved,5.33,No,5.27,Ryan Wood,COMPLIANT
14f8c49b-7f3e-4a78-a006-5e8a87d3094e,COMP-201,Forcados Field,Team Bravo,Compressor,2026-07-08 12:08:08,Pressure Drop,Medium,Open,41.72,Yes,33.0,Jeffrey Berg,BREACHED
ec2f3872-9e36-4488-9c9b-131530833c7e,PUMP-102,Bonny Field,Team Alpha,Pumping Unit,2026-07-08 12:09:22,Power Outage,High,Open,1.3,No,0.97,Antonio Tate,COMPLIANT
e70dd4ed-70bc-4d0f-8b2f-1c0d404d74c9,VALVE-301,Escravos Field,Team Charlie,Pressure Valve,2026-07-08 12:07:50,Corrosion,Medium,In Progress,20.87,No,14.7,Tristan Sanchez,COMPLIANT
d742000f-eac0-47a2-aacd-7c6b76a7654c,VALVE-302,Escravos Field,Team Charlie,Pressure Valve,2026-07-08 12:04:46,Equipment Failure,Medium,In Progress,33.45,Yes,23.17,Laura Wilson,BREACHED
71c9ab56-4ae1-471d-9c21-d10e806073af,PUMP-102,Bonny Field,Team Alpha,Pumping Unit,2026-07-08 12:09:41,Equipment Failure,Low,Resolved,60.53,Yes,29.11,Rhonda Bailey,BREACHED
